"trial","condition","onset","RT","response","reversed","syllables","item","subjectID","run","instruction","construct"
9,6,54.847,2.195,1,0,1,"sad","FP006","run1","change","ill-being"
10,6,59.946,1.88,2,0,2,"anxious","FP006","run1","change","ill-being"
11,5,64.929,2.216,1,0,6,"have warm relationships","FP006","run1","change","social"
12,6,70.259,2.503,2,0,3,"overwhelmed","FP006","run1","change","ill-being"
13,3,84.929,1.784,2,0,3,"feel worthless","FP006","run1","self","ill-being"
14,3,89.912,1.233,2,0,2,"lonely","FP006","run1","self","ill-being"
15,1,95.244,2.526,2,0,3,"positive","FP006","run1","self","well-being"
16,1,100.262,1.667,1,0,5,"interested in life","FP006","run1","self","well-being"
17,2,105.246,1.204,1,0,3,"helped by friends","FP006","run1","self","social"
18,3,110.229,2.325,1,0,2,"nervous","FP006","run1","self","ill-being"
19,6,124.896,1.458,1,0,2,"fearful","FP006","run1","change","ill-being"
20,4,129.918,2.02,2,0,2,"hopeful","FP006","run1","change","well-being"
21,5,134.861,2.54,1,0,1,"loved","FP006","run1","change","social"
22,5,139.809,2.593,1,0,2,"trusted","FP006","run1","change","social"
23,4,144.795,2.159,1,0,4,"engaged in tasks","FP006","run1","change","well-being"
24,6,149.745,2.033,2,0,1,"stressed","FP006","run1","change","ill-being"
25,2,164.561,1.361,2,1,4,"isolated","FP006","run1","self","social"
26,1,169.895,1.827,1,0,3,"achieve goals","FP006","run1","self","well-being"
27,1,174.845,1.709,1,0,5,"satisfied with life","FP006","run1","self","well-being"
28,3,179.828,2.157,2,0,5,"unable to cope","FP006","run1","self","ill-being"
29,2,184.812,1.27,1,0,3,"am cared for","FP006","run1","self","social"
30,2,189.844,1.094,1,0,3,"have good friends","FP006","run1","self","social"
31,5,204.544,2.201,1,0,6,"belong in social group","FP006","run1","change","social"
32,5,209.577,2.345,1,0,7,"have trusting relationships","FP006","run1","change","social"
33,6,214.528,1.954,1,0,3,"feel useless","FP006","run1","change","ill-being"
34,5,219.699,1.335,2,1,2,"angry","FP006","run1","change","social"
35,4,224.87,1.803,1,0,6,"live a purposeful life","FP006","run1","change","well-being"
36,4,229.857,2.104,1,0,3,"like myself","FP006","run1","change","well-being"
1,3,5.053,1.604,2,0,1,"sad","FP006","run2","self","ill-being"
2,3,10.039,1.186,1,0,2,"anxious","FP006","run2","self","ill-being"
3,2,14.993,1.192,1,0,6,"have warm relationships","FP006","run2","self","social"
4,2,20.011,0.942,1,0,1,"loved","FP006","run2","self","social"
5,1,24.993,1.608,1,0,2,"happy","FP006","run2","self","well-being"
6,1,29.988,1.949,1,0,6,"live a meaningful life","FP006","run2","self","well-being"
7,4,44.694,1.611,1,0,2,"joyful","FP006","run2","change","well-being"
8,4,49.643,1.798,2,0,1,"proud","FP006","run2","change","well-being"
9,6,54.627,2.414,1,0,4,"feel rejected","FP006","run2","change","ill-being"
10,6,59.725,2.028,1,0,5,"feel unimportant","FP006","run2","change","ill-being"
11,5,64.71,1.899,2,0,4,"feel encouraged","FP006","run2","change","social"
12,6,69.66,2.005,1,0,3,"feel worthless","FP006","run2","change","ill-being"
13,3,84.476,2.045,1,0,3,"overwhelmed","FP006","run2","self","ill-being"
14,3,89.427,1.806,2,0,2,"fearful","FP006","run2","self","ill-being"
15,1,94.41,2.152,1,0,2,"hopeful","FP006","run2","self","well-being"
16,1,99.36,2.281,1,0,4,"engaged in tasks","FP006","run2","self","well-being"
17,2,104.457,1.104,1,0,2,"trusted","FP006","run2","self","social"
18,3,109.411,1.103,1,0,1,"stressed","FP006","run2","self","ill-being"
19,6,124.455,1.738,1,0,2,"lonely","FP006","run2","change","ill-being"
20,4,129.408,2.146,2,0,3,"positive","FP006","run2","change","well-being"
21,5,134.428,1.605,1,0,5,"comfortable with friends","FP006","run2","change","social"
22,5,139.76,1.994,1,0,3,"helped by friends","FP006","run2","change","social"
23,4,144.859,2.023,2,0,5,"interested in life","FP006","run2","change","well-being"
24,6,150.19,1.843,2,0,2,"nervous","FP006","run2","change","ill-being"
25,2,164.926,2.259,2,0,6,"belong in social group","FP006","run2","self","social"
26,1,169.87,1.251,1,0,6,"live a purposeful life","FP006","run2","self","well-being"
27,1,174.857,1.848,2,0,3,"like myself","FP006","run2","self","well-being"
28,3,179.809,1.736,2,0,3,"feel useless","FP006","run2","self","ill-being"
29,2,184.759,1.338,1,0,7,"have trusting relationships","FP006","run2","self","social"
30,2,189.702,1.348,2,1,2,"angry","FP006","run2","self","social"
31,5,204.592,1.826,1,1,4,"isolated","FP006","run2","change","social"
32,5,209.766,2.34,2,0,3,"am cared for","FP006","run2","change","social"
33,6,214.709,1.901,1,0,5,"unable to cope","FP006","run2","change","ill-being"
34,5,219.69,1.656,2,0,3,"have good friends","FP006","run2","change","social"
35,4,224.674,1.919,2,0,3,"achieve goals","FP006","run2","change","well-being"
36,4,229.658,2.384,1,0,5,"satisfied with life","FP006","run2","change","well-being"
1,3,5.061,2.037,2,0,2,"lonely","FP007","run1","self","ill-being"
2,3,10.231,1.731,2,0,3,"feel worthless","FP007","run1","self","ill-being"
3,2,15.174,2.403,1,0,2,"trusted","FP007","run1","self","social"
4,2,20.124,2.502,1,0,7,"have trusting relationships","FP007","run1","self","social"
5,1,25.108,1.766,2,0,2,"joyful","FP007","run1","self","well-being"
6,1,30.441,1.416,1,0,5,"interested in life","FP007","run1","self","well-being"
7,4,45.257,2.088,1,0,5,"satisfied with life","FP007","run1","change","well-being"
8,4,50.358,1.668,1,0,3,"like myself","FP007","run1","change","well-being"
9,6,55.297,2.24,1,0,2,"fearful","FP007","run1","change","ill-being"
10,6,60.241,2.144,1,0,3,"overwhelmed","FP007","run1","change","ill-being"
11,5,65.188,3.126,1,0,6,"have warm relationships","FP007","run1","change","social"
12,6,70.14,2.077,1,0,5,"feel unimportant","FP007","run1","change","ill-being"
13,3,84.79,1.54,1,0,2,"anxious","FP007","run1","self","ill-being"
14,3,89.738,1.255,2,0,3,"feel useless","FP007","run1","self","ill-being"
15,1,94.756,3.357,2,0,1,"proud","FP007","run1","self","well-being"
16,1,99.845,1.629,1,0,2,"happy","FP007","run1","self","well-being"
17,2,104.79,1.628,1,0,3,"am cared for","FP007","run1","self","social"
18,3,109.77,3.431,1,0,2,"nervous","FP007","run1","self","ill-being"
19,6,124.506,2.415,1,0,1,"stressed","FP007","run1","change","ill-being"
20,4,129.523,1.503,1,0,2,"hopeful","FP007","run1","change","well-being"
21,5,134.504,1.97,1,1,2,"angry","FP007","run1","change","social"
22,5,139.823,2.482,1,0,1,"loved","FP007","run1","change","social"
23,4,144.806,3.116,1,0,4,"engaged in tasks","FP007","run1","change","well-being"
24,6,150.131,2.534,2,0,4,"feel rejected","FP007","run1","change","ill-being"
25,2,165.022,1.844,1,0,5,"comfortable with friends","FP007","run1","self","social"
26,1,170.122,1.463,1,0,3,"positive","FP007","run1","self","well-being"
27,1,175.099,2.118,1,0,6,"live a meaningful life","FP007","run1","self","well-being"
28,3,180.086,1.739,2,0,5,"unable to cope","FP007","run1","self","ill-being"
29,2,185.072,2.218,2,0,6,"belong in social group","FP007","run1","self","social"
30,2,190.057,1.113,1,0,3,"have good friends","FP007","run1","self","social"
31,5,204.721,1.553,1,1,4,"isolated","FP007","run1","change","social"
32,5,209.738,2.183,1,0,4,"feel encouraged","FP007","run1","change","social"
33,6,214.756,1.878,1,0,1,"sad","FP007","run1","change","ill-being"
34,5,219.731,2.286,2,0,3,"helped by friends","FP007","run1","change","social"
35,4,224.671,2.074,1,0,3,"achieve goals","FP007","run1","change","well-being"
36,4,229.689,1.257,1,0,6,"live a purposeful life","FP007","run1","change","well-being"
1,3,5.047,1.669,2,0,2,"fearful","FP007","run2","self","ill-being"
2,3,9.994,1.362,2,0,3,"overwhelmed","FP007","run2","self","ill-being"
3,2,15.17,1.33,1,0,6,"have warm relationships","FP007","run2","self","social"
4,2,20.191,1.237,2,1,2,"angry","FP007","run2","self","social"
5,1,25.145,2.276,2,0,5,"satisfied with life","FP007","run2","self","well-being"
6,1,30.127,1.022,1,0,3,"like myself","FP007","run2","self","well-being"
7,4,44.793,1.547,1,0,2,"joyful","FP007","run2","change","well-being"
8,4,49.744,1.292,1,0,5,"interested in life","FP007","run2","change","well-being"
9,6,54.682,1.77,1,0,2,"lonely","FP007","run2","change","ill-being"
10,6,59.626,2.738,1,0,3,"feel worthless","FP007","run2","change","ill-being"
11,5,64.573,3.215,1,0,2,"trusted","FP007","run2","change","social"
12,6,69.526,1.358,1,0,2,"anxious","FP007","run2","change","ill-being"
13,3,84.176,1.348,2,0,5,"feel unimportant","FP007","run2","self","ill-being"
14,3,89.157,2.015,2,0,1,"stressed","FP007","run2","self","ill-being"
15,1,94.176,1.308,1,0,2,"hopeful","FP007","run2","self","well-being"
16,1,99.16,2.309,1,0,4,"engaged in tasks","FP007","run2","self","well-being"
17,2,104.176,0.948,1,0,1,"loved","FP007","run2","self","social"
18,3,109.121,2.067,2,0,4,"feel rejected","FP007","run2","self","ill-being"
19,6,124.159,2.613,1,0,3,"feel useless","FP007","run2","change","ill-being"
20,4,129.253,2.783,1,0,1,"proud","FP007","run2","change","well-being"
21,5,134.576,1.764,1,0,7,"have trusting relationships","FP007","run2","change","social"
22,5,139.525,1.759,2,0,3,"am cared for","FP007","run2","change","social"
23,4,144.693,1.352,1,0,2,"happy","FP007","run2","change","well-being"
24,6,149.783,1.325,1,0,2,"nervous","FP007","run2","change","ill-being"
25,2,164.476,2.92,1,1,4,"isolated","FP007","run2","self","social"
26,1,169.458,1.162,1,0,3,"achieve goals","FP007","run2","self","well-being"
27,1,174.551,2.077,1,0,6,"live a purposeful life","FP007","run2","self","well-being"
28,3,179.539,0.977,2,0,1,"sad","FP007","run2","self","ill-being"
29,2,184.525,2.095,1,0,4,"feel encouraged","FP007","run2","self","social"
30,2,189.475,1.241,1,0,3,"helped by friends","FP007","run2","self","social"
31,5,204.207,3.709,1,0,5,"comfortable with friends","FP007","run2","change","social"
32,5,209.192,2.332,1,0,6,"belong in social group","FP007","run2","change","social"
33,6,214.142,2.55,1,0,5,"unable to cope","FP007","run2","change","ill-being"
34,5,219.467,1.497,1,0,3,"have good friends","FP007","run2","change","social"
35,4,224.488,1.941,2,0,3,"positive","FP007","run2","change","well-being"
36,4,229.508,1.256,1,0,6,"live a meaningful life","FP007","run2","change","well-being"
1,3,5.064,1.881,1,0,3,"overwhelmed","FP008","run1","self","ill-being"
2,3,10.383,1.642,2,0,3,"feel useless","FP008","run1","self","ill-being"
3,2,15.37,1.887,1,0,3,"helped by friends","FP008","run1","self","social"
4,2,20.388,1.261,1,0,1,"loved","FP008","run1","self","social"
5,1,25.371,1.062,1,0,3,"positive","FP008","run1","self","well-being"
6,1,30.547,1.726,1,0,4,"engaged in tasks","FP008","run1","self","well-being"
7,4,45.288,1.625,1,0,1,"proud","FP008","run1","change","well-being"
8,4,50.228,0.845,1,0,2,"hopeful","FP008","run1","change","well-being"
9,6,55.248,2.817,1,0,4,"feel rejected","FP008","run1","change","ill-being"
10,6,60.236,2.173,1,0,1,"sad","FP008","run1","change","ill-being"
11,5,65.188,2.829,2,0,6,"have warm relationships","FP008","run1","change","social"
12,6,70.17,2.463,1,0,2,"nervous","FP008","run1","change","ill-being"
13,3,84.837,1.412,2,0,3,"feel worthless","FP008","run1","self","ill-being"
14,3,89.856,1.401,2,0,5,"unable to cope","FP008","run1","self","ill-being"
15,1,94.836,1.061,1,0,2,"joyful","FP008","run1","self","well-being"
16,1,99.78,1.357,1,0,6,"live a meaningful life","FP008","run1","self","well-being"
17,2,104.801,1.616,1,1,4,"isolated","FP008","run1","self","social"
18,3,109.819,1.078,1,0,1,"stressed","FP008","run1","self","ill-being"
19,6,124.469,1.316,1,0,2,"anxious","FP008","run1","change","ill-being"
20,4,129.418,2.951,1,0,3,"achieve goals","FP008","run1","change","well-being"
21,5,134.369,2.504,1,0,6,"belong in social group","FP008","run1","change","social"
22,5,139.309,2.348,1,0,4,"feel encouraged","FP008","run1","change","social"
23,4,144.253,1.852,2,0,5,"interested in life","FP008","run1","change","well-being"
24,6,149.199,1.866,1,0,2,"fearful","FP008","run1","change","ill-being"
25,2,163.902,1.795,1,0,5,"comfortable with friends","FP008","run1","self","social"
26,1,168.846,1.291,1,0,6,"live a purposeful life","FP008","run1","self","well-being"
27,1,173.935,0.97,1,0,2,"happy","FP008","run1","self","well-being"
28,3,179.036,2.829,2,0,2,"lonely","FP008","run1","self","ill-being"
29,2,184.018,2.719,1,0,3,"have good friends","FP008","run1","self","social"
30,2,189.035,1.15,1,0,2,"trusted","FP008","run1","self","social"
31,5,203.735,1.842,2,0,3,"am cared for","FP008","run1","change","social"
32,5,208.825,1.456,1,1,2,"angry","FP008","run1","change","social"
33,6,213.769,2.504,1,0,5,"feel unimportant","FP008","run1","change","ill-being"
34,5,218.95,2.995,1,0,7,"have trusting relationships","FP008","run1","change","social"
35,4,224.268,1.805,1,0,3,"like myself","FP008","run1","change","well-being"
36,4,229.251,1.582,1,0,5,"satisfied with life","FP008","run1","change","well-being"
1,3,5.06,2.241,1,0,4,"feel rejected","FP008","run2","self","ill-being"
2,3,10.009,2.203,2,0,1,"sad","FP008","run2","self","ill-being"
3,2,15.042,2.386,1,0,6,"have warm relationships","FP008","run2","self","social"
4,2,20.366,1.847,2,0,6,"belong in social group","FP008","run2","self","social"
5,1,25.341,0.983,1,0,1,"proud","FP008","run2","self","well-being"
6,1,30.29,1.882,1,0,2,"hopeful","FP008","run2","self","well-being"
7,4,45.167,2.622,2,0,3,"positive","FP008","run2","change","well-being"
8,4,50.108,2.92,1,0,4,"engaged in tasks","FP008","run2","change","well-being"
9,6,55.442,1.65,1,0,3,"overwhelmed","FP008","run2","change","ill-being"
10,6,60.425,2.355,1,0,3,"feel useless","FP008","run2","change","ill-being"
11,5,65.515,2.562,2,0,3,"helped by friends","FP008","run2","change","social"
12,6,70.458,4.218,1,0,3,"feel worthless","FP008","run2","change","ill-being"
13,3,85.125,1.432,1,0,2,"nervous","FP008","run2","self","ill-being"
14,3,90.141,0.655,1,0,2,"anxious","FP008","run2","self","ill-being"
15,1,95.47,2.134,1,0,3,"achieve goals","FP008","run2","self","well-being"
16,1,100.424,0.948,1,0,5,"interested in life","FP008","run2","self","well-being"
17,2,105.525,4.64,1,0,4,"feel encouraged","FP008","run2","self","social"
18,3,110.608,1.989,2,0,2,"fearful","FP008","run2","self","ill-being"
19,6,125.308,3.369,1,0,5,"unable to cope","FP008","run2","change","ill-being"
20,4,130.324,2.224,2,0,2,"joyful","FP008","run2","change","well-being"
21,5,135.307,1.809,2,0,1,"loved","FP008","run2","change","social"
22,5,140.286,1.935,1,1,4,"isolated","FP008","run2","change","social"
23,4,145.306,2.258,1,0,6,"live a meaningful life","FP008","run2","change","well-being"
24,6,150.258,0.811,1,0,1,"stressed","FP008","run2","change","ill-being"
25,2,164.921,2.723,1,0,3,"am cared for","FP008","run2","self","social"
26,1,169.874,2.923,2,0,3,"like myself","FP008","run2","self","well-being"
27,1,174.856,1.172,1,0,5,"satisfied with life","FP008","run2","self","well-being"
28,3,179.873,1.972,1,0,5,"feel unimportant","FP008","run2","self","ill-being"
29,2,184.852,1.145,1,1,2,"angry","FP008","run2","self","social"
30,2,189.838,2.175,1,0,7,"have trusting relationships","FP008","run2","self","social"
31,5,204.573,2.367,1,0,5,"comfortable with friends","FP008","run2","change","social"
32,5,209.552,1.172,1,0,3,"have good friends","FP008","run2","change","social"
33,6,214.506,1.554,1,0,2,"lonely","FP008","run2","change","ill-being"
34,5,219.676,0.84,1,0,2,"trusted","FP008","run2","change","social"
35,4,224.623,3.437,1,0,6,"live a purposeful life","FP008","run2","change","well-being"
36,4,229.599,0.845,1,0,2,"happy","FP008","run2","change","well-being"
1,3,5.043,2.546,2,0,3,"feel useless","FP009","run1","self","ill-being"
2,3,9.984,2.429,1,0,5,"unable to cope","FP009","run1","self","ill-being"
3,2,15.001,1.468,1,0,3,"have good friends","FP009","run1","self","social"
4,2,20.321,2.236,2,1,4,"isolated","FP009","run1","self","social"
5,1,25.268,1.801,1,0,2,"joyful","FP009","run1","self","well-being"
6,1,30.362,1.203,2,0,3,"positive","FP009","run1","self","well-being"
7,4,45.018,2.06,1,0,5,"satisfied with life","FP009","run1","change","well-being"
8,4,50,1.349,1,0,3,"achieve goals","FP009","run1","change","well-being"
9,6,55.017,1.948,1,0,3,"feel worthless","FP009","run1","change","ill-being"
10,6,59.966,2.055,2,0,2,"anxious","FP009","run1","change","ill-being"
11,5,64.918,1.447,1,0,6,"belong in social group","FP009","run1","change","social"
12,6,69.934,1.663,1,0,3,"overwhelmed","FP009","run1","change","ill-being"
13,3,84.634,1.363,1,0,2,"lonely","FP009","run1","self","ill-being"
14,3,89.617,1.668,2,0,5,"feel unimportant","FP009","run1","self","ill-being"
15,1,94.558,1.792,2,0,3,"like myself","FP009","run1","self","well-being"
16,1,99.729,1.324,1,0,6,"live a meaningful life","FP009","run1","self","well-being"
17,2,104.748,1.425,1,0,2,"trusted","FP009","run1","self","social"
18,3,110.067,2.139,2,0,2,"fearful","FP009","run1","self","ill-being"
19,6,124.764,2.161,1,0,4,"feel rejected","FP009","run1","change","ill-being"
20,4,129.783,1.454,1,0,4,"engaged in tasks","FP009","run1","change","well-being"
21,5,134.766,1.279,1,1,2,"angry","FP009","run1","change","social"
22,5,140.091,1.738,1,0,4,"feel encouraged","FP009","run1","change","social"
23,4,145.032,1.397,1,0,2,"happy","FP009","run1","change","well-being"
24,6,150.131,1.546,1,0,2,"nervous","FP009","run1","change","ill-being"
25,2,165.025,2.156,1,0,6,"have warm relationships","FP009","run1","self","social"
26,1,170.012,1.513,1,0,6,"live a purposeful life","FP009","run1","self","well-being"
27,1,175.032,1.317,1,0,2,"hopeful","FP009","run1","self","well-being"
28,3,180.016,1.189,1,0,1,"stressed","FP009","run1","self","ill-being"
29,2,184.998,1.551,1,0,7,"have trusting relationships","FP009","run1","self","social"
30,2,189.943,0.99,1,0,1,"loved","FP009","run1","self","social"
31,5,204.649,2.132,1,0,3,"helped by friends","FP009","run1","change","social"
32,5,209.674,3.051,1,0,5,"comfortable with friends","FP009","run1","change","social"
33,6,214.765,1.536,1,0,1,"sad","FP009","run1","change","ill-being"
34,5,219.748,2.025,2,0,3,"am cared for","FP009","run1","change","social"
35,4,224.698,2.251,1,0,1,"proud","FP009","run1","change","well-being"
36,4,229.639,2.31,2,0,5,"interested in life","FP009","run1","change","well-being"
